,coordinates,coordinates.coordinates,coordinates.type,created_at,full_text,geo,geo.coordinates,geo.type,id,place.bounding_box.coordinates,place.bounding_box.type,place.contained_within,place.country,place.country_code,place.full_name,place.id,place.name,place.place_type,place.url,user.contributors_enabled,user.created_at,user.default_profile,user.default_profile_image,user.description,user.entities.description.urls,user.entities.url.urls,user.favourites_count,user.follow_request_sent,user.followers_count,user.following,user.friends_count,user.geo_enabled,user.has_extended_profile,user.id,user.id_str,user.is_translation_enabled,user.is_translator,user.lang,user.listed_count,user.location,user.name,user.notifications,user.profile_background_color,user.profile_background_image_url,user.profile_background_image_url_https,user.profile_background_tile,user.profile_banner_url,user.profile_image_url,user.profile_image_url_https,user.profile_link_color,user.profile_sidebar_border_color,user.profile_sidebar_fill_color,user.profile_text_color,user.profile_use_background_image,user.protected,user.screen_name,user.statuses_count,user.time_zone,user.translator_type,user.url,user.utc_offset,user.verified
37,,,,Fri Jan 11 11:32:15 +0000 2019,Nahhh son this is the same guy who turned off his phone during my uber ride and stopped his car on the side of the road. I was like “ Yes sir let me out this is my stop right here” https://t.co/kHiWzYNtnW,,,,1083688032639823872,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Wed Aug 01 18:16:37 +0000 2012,False,False,God 1st 🦋. sc: innerbeauti. https://t.co/cuFAIuisVv,"[{'display_url': 'instagram.com/tinajay_', 'expanded_url': 'http://www.instagram.com/tinajay_', 'indices': [28, 51], 'url': 'https://t.co/cuFAIuisVv'}]",,1653,,475,,535,True,False,731184968,731184968,False,False,en,4,,Tina,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/731184968/1494911192,http://pbs.twimg.com/profile_images/1078805743879577601/USn8e8-1_normal.jpg,https://pbs.twimg.com/profile_images/1078805743879577601/USn8e8-1_normal.jpg,0084B4,FFFFFF,DDEEF6,333333,True,False,Tina_Too_Much,20667,,none,,,False
38,,"[-71.1574, 42.2834]",Point,Fri Jan 11 07:05:36 +0000 2019,"Saw this beautiful, almost haunting view as I went out for a walk tonight.  Often times, in life, we come across a road, or 2 paths, as the saying goes.  Which one will you choose?  For… https://t.co/S2lTRQLgSR",,"[42.2834, -71.1574]",Point,1083620928267857920,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Sun Jun 14 03:00:00 +0000 2015,False,False,"Love my extended family❤! Quintessential Pink Panda🐼.  Apink, DAY6, GFriend.  Writer, sports & film enthusiast, Starstruck/Fallen🌠
https://t.co/lvgYq47ll2","[{'display_url': 'instagram.com/matttoyera/', 'expanded_url': 'http://instagram.com/matttoyera/', 'indices': [131, 154], 'url': 'https://t.co/lvgYq47ll2'}]","[{'display_url': 'mattsmusesblog.wordpress.com', 'expanded_url': 'http://mattsmusesblog.wordpress.com', 'indices': [0, 23], 'url': 'https://t.co/1VXFgtHYtM'}]",36522,,308,,508,True,True,3324063765,3324063765,False,False,en,8,"Boston, MA",Matt Toy,,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/3324063765/1515819399,http://pbs.twimg.com/profile_images/1085069494433783808/twGjtjBr_normal.jpg,https://pbs.twimg.com/profile_images/1085069494433783808/twGjtjBr_normal.jpg,E81C4F,000000,000000,000000,False,False,TheMattToy,35913,,none,https://t.co/1VXFgtHYtM,,False
39,,,,Fri Jan 11 03:31:02 +0000 2019,"Attending the 2019 @AFSymposium?  Please join us on January 24 at noon in the Product Theatre for ""Vascular Closure for EP Procedures"" Presentation by Drs. Andrea Natale, Amin Al-Ahmad and Suneet Mittal. Register https://t.co/bp7cCmhNPB   #AFib #innovation #medicaldevice #VASCADE https://t.co/PfdmWWlQQ1",,,,1083566930634686465,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Wed Feb 15 06:19:51 +0000 2017,True,False,Our mission is to reduce access site complications for the millions of patients undergoing catheter-based vascular procedures worldwide.,[],"[{'display_url': 'cardivamedical.com', 'expanded_url': 'http://www.cardivamedical.com/', 'indices': [0, 23], 'url': 'https://t.co/nUUwo1nQ5O'}]",282,,144,,222,True,False,831749847577407489,831749847577407489,False,False,en,0,"Santa Clara, CA",Cardiva Medical,,F5F8FA,,,False,https://pbs.twimg.com/profile_banners/831749847577407489/1547039264,http://pbs.twimg.com/profile_images/831755768072396800/jsYV_VBc_normal.jpg,https://pbs.twimg.com/profile_images/831755768072396800/jsYV_VBc_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,CardivaMedical,369,,none,https://t.co/nUUwo1nQ5O,,False
40,,,,Fri Jan 11 02:43:21 +0000 2019,"#Caps leave Boston with two points and their third straight win, 4-2. Halted B's five-game winning streak and have won 10 straight road games vs Eastern foes. #CapsBruins",,,,1083554931192356865,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Thu Jan 22 10:22:21 +0000 2009,True,False,"Cover the Caps for https://t.co/qtUR8rpAhn. Love hockey, baseball, music, writing, reading. Dylan. Kerouac. Replacements. Bukowski. YLT. DBT. Lots more.","[{'display_url': 'washingtoncaps.com', 'expanded_url': 'http://washingtoncaps.com', 'indices': [19, 42], 'url': 'https://t.co/qtUR8rpAhn'}]","[{'display_url': 'dumpnchase.com', 'expanded_url': 'http://dumpnchase.com', 'indices': [0, 23], 'url': 'https://t.co/B25b6I3AXw'}]",26312,,36280,,1947,True,False,19333454,19333454,False,False,en,1396,"Alexandria, VA",Mike Vogel,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,,http://pbs.twimg.com/profile_images/810194914202030080/LOitBEP__normal.jpg,https://pbs.twimg.com/profile_images/810194914202030080/LOitBEP__normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,VogsCaps,39430,,none,https://t.co/B25b6I3AXw,,True
41,,,,Fri Jan 11 00:51:55 +0000 2019,Check out 16U Jaiden Moriello’s shootout goal last night in B’s win over NH Monarchs on the road! #JBH @USPHL https://t.co/jCuMFunC0Z,,,,1083526885525671936,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Sat Aug 29 15:26:50 +0000 2009,False,False,Amateur Hockey's Premier Program.,[],"[{'display_url': 'bostonjuniorbruins.com', 'expanded_url': 'http://www.bostonjuniorbruins.com', 'indices': [0, 23], 'url': 'https://t.co/ry0i0xPgMR'}]",227,,4713,,69,True,False,69890280,69890280,False,False,en,27,Boston,Junior Bruins Hockey,,333333,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/69890280/1527256811,http://pbs.twimg.com/profile_images/769277331861012480/P5E0XLZ4_normal.jpg,https://pbs.twimg.com/profile_images/769277331861012480/P5E0XLZ4_normal.jpg,A82B05,FFFFFF,D1B06F,333333,True,False,juniorbruins,7281,,none,https://t.co/ry0i0xPgMR,,False
42,,,,Thu Jan 10 22:50:59 +0000 2019,"@Jeff_Jacoby @SueNBCBoston @NECN Jeff, your position on this is outdated, wrong, dangerous, and poorly informed and Stacy will surely rhetorically disarm you, BUT how did you not go with ""Biking the road to serfdom"" as your headline?? It was right there!",,,,1083496452771512321,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Tue Dec 23 19:17:30 +0000 2008,False,False,"I'm a lover, not a fighter. But I'm also a fighter, so don't get any ideas.",[],"[{'display_url': 'graffitosp.com', 'expanded_url': 'http://www.graffitosp.com', 'indices': [0, 23], 'url': 'https://t.co/NrXF396BUS'}]",8133,,1119,,1037,True,False,18339995,18339995,False,False,en,64,"Boston, MA",Gustavo Quiroga,,022330,http://abs.twimg.com/images/themes/theme15/bg.png,https://abs.twimg.com/images/themes/theme15/bg.png,False,https://pbs.twimg.com/profile_banners/18339995/1493663630,http://pbs.twimg.com/profile_images/708055760782151684/6CvgM9g5_normal.jpg,https://pbs.twimg.com/profile_images/708055760782151684/6CvgM9g5_normal.jpg,96B3A8,FFFFFF,C0DFEC,333333,False,False,GooseQ,7238,,none,https://t.co/NrXF396BUS,,False
43,,,,Thu Jan 10 21:01:33 +0000 2019,@ogbenideni that one has missed road finish,,,,1083468912522641408,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Thu Aug 26 18:41:54 +0000 2010,False,False,"pretend writer. reluctant capitalist. i care about Nigeria more than i should. i tweet about everything but especially economics, development, politics, history",[],,4042,,412,,274,True,True,183325870,183325870,False,False,en,1,"Smithfield, RI",shayo master,,807C7C,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,,http://pbs.twimg.com/profile_images/1026159703611637761/WzHku8M7_normal.jpg,https://pbs.twimg.com/profile_images/1026159703611637761/WzHku8M7_normal.jpg,2FC2EF,000000,252429,666666,True,False,soalaislegend,11737,,none,,,False
44,,,,Thu Jan 10 21:01:02 +0000 2019,"This is big! Mass. Pike in Allston, Soldiers Field Road are set for a major overhaul #bostontraffic  https://t.co/eEhiYmBotl via @BostonGlobe",,,,1083468784093065216,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Mon Feb 11 15:49:36 +0000 2008,False,False,Earthling. Grateful to be here and participate in the fun.,[],,1297,,542,,1788,True,False,13350532,13350532,False,False,en,11,Boston USA,Lexie Gross,,000000,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,False,https://pbs.twimg.com/profile_banners/13350532/1461026312,http://pbs.twimg.com/profile_images/620447805971283968/f6_gvkod_normal.jpg,https://pbs.twimg.com/profile_images/620447805971283968/f6_gvkod_normal.jpg,DD2E44,000000,000000,000000,False,False,lexie144,2893,,none,,,False
45,,"[-71.0588801, 42.3600825]",Point,Thu Jan 10 20:50:06 +0000 2019,"Interested in a job in Boston, MA? This could be a great fit: https://t.co/r3T5TNFei3",,"[42.3600825, -71.0588801]",Point,1083466029932503041,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Sun Mar 08 15:48:36 +0000 2009,False,False,"Follow this account for geo-targeted Engineering job tweets in Boston, MA. Need help? Tweet us at @CareerArc!",[],"[{'display_url': 'bit.ly/2I7Qrhz', 'expanded_url': 'http://bit.ly/2I7Qrhz', 'indices': [0, 23], 'url': 'https://t.co/qArNmFWUtm'}]",0,,382,,259,True,False,23319833,23319833,False,False,en,98,"Boston, MA",TMJ-BOS Engin. Jobs,,253956,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/23319833/1448749329,http://pbs.twimg.com/profile_images/670729409800704000/LApzbv6q_normal.jpg,https://pbs.twimg.com/profile_images/670729409800704000/LApzbv6q_normal.jpg,4A913C,000000,407DB0,000000,True,False,tmj_bos_eng,438,,none,https://t.co/qArNmFWUtm,,False
46,,,,Thu Jan 10 16:56:23 +0000 2019,That moment when you think you’re watching migrants cross the southern border but you’re actually watching Mad Max: Fury Road. https://t.co/gVeI6LPJNI,,,,1083407214805700608,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Tue Mar 22 04:42:13 +0000 2011,True,False,@BU_Law '21. Former @ReThinkDemocrcy and @CommonCauseMA. Democracy defender. Californian at heart. Bridge shark. Can skate backward and take slapshots.,[],"[{'display_url': 'linkedin.com/in/tylercreigh…', 'expanded_url': 'https://www.linkedin.com/in/tylercreighton/', 'indices': [0, 23], 'url': 'https://t.co/0RNvCeJz5E'}]",417,,3109,,2849,True,True,270190324,270190324,False,False,en,113,"Boston, MA",Tyler Creighton,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/270190324/1396639851,http://pbs.twimg.com/profile_images/511500152457019392/YsHBHviU_normal.jpeg,https://pbs.twimg.com/profile_images/511500152457019392/YsHBHviU_normal.jpeg,1DA1F2,C0DEED,DDEEF6,333333,True,False,tylercreighton,24104,,none,https://t.co/0RNvCeJz5E,,False
47,,,,Thu Jan 10 16:47:46 +0000 2019,"@Innervisions33 So if they wore black for every road game, they’d go winless. I love it when uniforms have the power of the universe.",,,,1083405048049254401,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Wed Oct 20 02:03:35 +0000 2010,True,False,UMass 00 Sport Mgmt - Diehard Boston/Mass sports fan - Lt. MA DOC. Opinions expressed are my own and do not reflect those of my employer. 🇺🇸 🇧🇴 🇱🇧,[],,12232,,207,,603,True,True,205057725,205057725,False,False,en,9,02131,#UMass4Life,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/205057725/1487814323,http://pbs.twimg.com/profile_images/963895000328261632/l8Kjm6Sq_normal.jpg,https://pbs.twimg.com/profile_images/963895000328261632/l8Kjm6Sq_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,wnahim,7300,,none,,,False
48,,,,Thu Jan 10 15:49:05 +0000 2019,"Does anyone even inspect these signs?
""Woman escapes death after a massive road sign fell and crushed her car""  https://t.co/tsFbTh69WO",,,,1083390277711204353,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Sat Mar 23 02:12:53 +0000 2013,True,False,LGBTQI+ She/Her/Your Highness  #ButchLesbianPride  #spoonie #racial equality #chronicpain #lupus,[],"[{'display_url': 'shitholeusa.com', 'expanded_url': 'http://shitholeusa.com', 'indices': [0, 23], 'url': 'https://t.co/lt4I6KeYCc'}]",171547,,5497,,6001,True,True,1290162984,1290162984,False,False,en,220,Amerikkka ,I'm ok. I'm ok.,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/1290162984/1524091802,http://pbs.twimg.com/profile_images/671847818378760192/DvKuynDd_normal.jpg,https://pbs.twimg.com/profile_images/671847818378760192/DvKuynDd_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,dsheehy100,173294,,none,https://t.co/lt4I6KeYCc,,False
49,,,,Thu Jan 10 01:51:41 +0000 2019,"Seats are good when you’re plunked right next to Danny Ainge who said he has most of the Celtics front office here to scout DeAndre Hunter and company. Keep in mind, this while the Celtics play host to the Pacers just down the road. 🤔#PriorityProspects #HoosInTheNBA https://t.co/saCfedDaEJ",,,,1083179538203459584,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Tue Apr 28 15:17:41 +0000 2009,True,False,University of Virginia Radio Play-by-Play Voice and Director of Broadcasting,[],,1933,,4939,,310,True,False,36090481,36090481,False,False,en,144,"Charlottesville, VA",Dave Koehn,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/36090481/1401896772,http://pbs.twimg.com/profile_images/847527638147182592/Y30xeMzJ_normal.jpg,https://pbs.twimg.com/profile_images/847527638147182592/Y30xeMzJ_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,wahoovoice,5742,,none,,,False
50,,,,Thu Jan 10 01:51:13 +0000 2019,"Big, big win for Army men’s basketball on the road at Boston University... that’s two conference wins in a row! #GoArmy https://t.co/s8VBfCCAzA",,,,1083179421694083072,"[[[-71.12042427062988, 42.35245491952619], [-71.12042427062988, 42.35245491952619], [-71.12042427062988, 42.35245491952619], [-71.12042427062988, 42.35245491952619]]]",Polygon,[],United States,US,West Campus - Boston University,07d9dc4b0c881001,West Campus - Boston University,poi,https://api.twitter.com/1.1/geo/id/07d9dc4b0c881001.json,False,Fri Apr 03 20:10:16 +0000 2009,False,False,Husband.  Father.  Luckiest guy in the world. Assistant AD and radio pxp for the Army Black Knights. I like 1980s sports almanacs and Super Bowl trivia. #GoArmy,[],"[{'display_url': 'goarmywestpoint.com', 'expanded_url': 'http://goarmywestpoint.com', 'indices': [0, 23], 'url': 'https://t.co/sFGWqtp044'}]",14540,,1036,,295,True,True,28641749,28641749,False,False,en,20,"Tenafly, NJ and West Point, NY",Rich DeMarco,,8A6A30,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/28641749/1545581132,http://pbs.twimg.com/profile_images/1075773372502401025/OPsNLu2H_normal.jpg,https://pbs.twimg.com/profile_images/1075773372502401025/OPsNLu2H_normal.jpg,8A6A30,E8E39A,E8E39A,333333,False,False,richdemarco,5613,,none,https://t.co/sFGWqtp044,,False
51,,,,Thu Jan 10 01:30:50 +0000 2019,"@xNerflingx @Cozmo23 It was in the content road map, but true, harder with the PC version out there now.

Whisper wasn't spoilered, and it had audio and music.

Both the ARG and final forge should have been hidden / emergent content, would have been a nice surprise.",,,,1083174291015942144,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Sat Dec 18 21:12:04 +0000 2010,False,False,"Gaming and technology enthusiast in Beantown, wondering why he hasn't moved somewhere warm yet.  Beaches, stat!",[],"[{'display_url': 'youtube.com/channel/UCy_0o…', 'expanded_url': 'https://www.youtube.com/channel/UCy_0o94dQr0gFc-oLcT8lbg', 'indices': [0, 23], 'url': 'https://t.co/SO0CEGv7OP'}]",18237,,131,,241,True,False,228142611,228142611,False,False,en,6,"Boston, Ma",Tyrant♊,,131516,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,True,https://pbs.twimg.com/profile_banners/228142611/1537458634,http://pbs.twimg.com/profile_images/1042802389214998530/5cMVn3Sy_normal.jpg,https://pbs.twimg.com/profile_images/1042802389214998530/5cMVn3Sy_normal.jpg,009999,000000,DDEEF6,333333,True,False,TyrantII,21188,,none,https://t.co/SO0CEGv7OP,,False
52,,,,Thu Jan 10 00:40:42 +0000 2019,Locked and loaded for tonight’s @accmbb road opener for @UVAMensHoops. #Hoos looking to extend on the nation’s longest road win streak at 11 games. See ya on the radio at 8:30 from the Conte Forum. #GoHoos #RoadWarriors https://t.co/3bLJx3pCZM,,,,1083161676986359809,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Tue Apr 28 15:17:41 +0000 2009,True,False,University of Virginia Radio Play-by-Play Voice and Director of Broadcasting,[],,1933,,4939,,310,True,False,36090481,36090481,False,False,en,144,"Charlottesville, VA",Dave Koehn,,C0DEED,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/36090481/1401896772,http://pbs.twimg.com/profile_images/847527638147182592/Y30xeMzJ_normal.jpg,https://pbs.twimg.com/profile_images/847527638147182592/Y30xeMzJ_normal.jpg,1DA1F2,C0DEED,DDEEF6,333333,True,False,wahoovoice,5742,,none,,,False
53,,"[-71.0585, 42.3643]",Point,Wed Jan 09 23:22:08 +0000 2019,Drinking a Honeyspot Road IPA by @2RoadsBrewing @ City Winery — https://t.co/1BewsiIAV6,,"[42.3643, -71.0585]",Point,1083141902705274880,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Tue Oct 06 13:26:34 +0000 2009,False,False,,[],,838,,127,,638,True,False,80301100,80301100,False,False,en,3,"Newton, NH",Jared,,1A1B1F,http://abs.twimg.com/images/themes/theme9/bg.gif,https://abs.twimg.com/images/themes/theme9/bg.gif,False,https://pbs.twimg.com/profile_banners/80301100/1380055904,http://pbs.twimg.com/profile_images/3082649299/754588c48f71d367c259eee3ab6cd744_normal.jpeg,https://pbs.twimg.com/profile_images/3082649299/754588c48f71d367c259eee3ab6cd744_normal.jpeg,2FC2EF,181A1E,252429,666666,True,False,jcouilli,2342,,none,,,False
54,,,,Wed Jan 09 18:56:40 +0000 2019,Well they play their whole schedule on the road now to be fair. https://t.co/3plXQeMBHA,,,,1083075095587893248,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Mon Aug 31 17:53:36 +0000 2015,False,False,"Social Media/Writer @PatsFans, Likely talking the Boston Sports scene. 
The views expressed are mine alone and not intended to reflect the views of my employer.",[],"[{'display_url': 'patsfans.com/authors/robert…', 'expanded_url': 'https://www.patsfans.com/authors/robert-alvarez/', 'indices': [0, 23], 'url': 'https://t.co/tRyhDPNdDz'}]",5729,,544,,287,True,False,3406131314,3406131314,False,False,en,28,"Boston, MA",Robert Alvarez,,000000,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/3406131314/1531771020,http://pbs.twimg.com/profile_images/1021283148229902336/upPnaQ31_normal.jpg,https://pbs.twimg.com/profile_images/1021283148229902336/upPnaQ31_normal.jpg,1B95E0,000000,000000,000000,False,False,ralvarez617,18563,,none,https://t.co/tRyhDPNdDz,,False
55,,,,Wed Jan 09 17:12:00 +0000 2019,"How about @yungsmoove21 and his #Pacers road trip thus far; 18.7 points, 6.3 rebounds and 26-33 from the field (78.7%). See 4th of 5 on road tonight from Boston beginning at 6:30 on @FSIndiana. @Pacers won 7 of 8 and 14 of 17; @Celtics won 6 of 8 and 14 of 19.",,,,1083048759326662657,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Mon Apr 06 01:35:46 +0000 2009,False,False,"13th yr TV PBP NBA's Indiana @Pacers on @FSIndiana. Also PBP for BTN, Turn Announcer for IMS Radio. Married 34+ yrs. to Terry; 3 sons - Evan, Wilson, Max.",[],,758,,21868,,2028,True,False,29115750,29115750,False,False,en,421,"Carmel, Indiana",Chris Denari,,FFFFFF,http://abs.twimg.com/images/themes/theme1/bg.png,https://abs.twimg.com/images/themes/theme1/bg.png,False,https://pbs.twimg.com/profile_banners/29115750/1441851150,http://pbs.twimg.com/profile_images/748001433363046401/8QjDOcaP_normal.jpg,https://pbs.twimg.com/profile_images/748001433363046401/8QjDOcaP_normal.jpg,0B0909,040A1A,C3C3C4,191615,True,False,ChrisDenari,14601,,none,,,True
56,,"[-71.0565, 42.3577]",Point,Wed Jan 09 17:03:13 +0000 2019,Can’t wait to take more road trips like this one. Take more adventures and experience more thing in life. I want to try and experience the most I can in my life.… https://t.co/rDnBQHNhNk,,"[42.3577, -71.0565]",Point,1083046548022411264,"[[[-71.191421, 42.227797], [-70.986004, 42.227797], [-70.986004, 42.399542], [-71.191421, 42.399542]]]",Polygon,[],United States,US,"Boston, MA",67b98f17fdcf20be,Boston,city,https://api.twitter.com/1.1/geo/id/67b98f17fdcf20be.json,False,Sun Mar 25 16:48:14 +0000 2012,False,False,19 years old You can buy everything but you can't buy #love SNAPCHAT- sugercandy15,[],"[{'display_url': 'youtube.com/user/sugercand…', 'expanded_url': 'https://www.youtube.com/user/sugercandy15', 'indices': [0, 23], 'url': 'https://t.co/dZY43unsLi'}]",37864,,543,,563,True,True,536459905,536459905,False,False,en,2,Vermont USA,Bethany Burbo,,642D8B,http://abs.twimg.com/images/themes/theme10/bg.gif,https://abs.twimg.com/images/themes/theme10/bg.gif,True,https://pbs.twimg.com/profile_banners/536459905/1486344210,http://pbs.twimg.com/profile_images/975213563584315397/-8xqwJSr_normal.jpg,https://pbs.twimg.com/profile_images/975213563584315397/-8xqwJSr_normal.jpg,FF0000,65B0DA,7AC3EE,3D1957,True,False,BethanyBurbo1,12902,,none,https://t.co/dZY43unsLi,,False
